운동 이름,유/무산소,운동 부위,도구,단체유무,장소,나이,비만도,성별,상장,운동순서,순위
트레드밀에서 걷기,유산소,"하체,전신,허벅지",트레드밀,개인,실내,60대,1단계비만,M,1등급,마무리운동,3
누워서 전신 뻗기,유산소,"복부,전신",없음,개인,실내,60대,1단계비만,M,1등급,마무리운동,4
목 스트레칭,유산소,목,없음,개인,실내,60대,1단계비만,M,1등급,마무리운동,5
팔꿈치 맞닿아 원그리기,유산소,"상체,어깨",의자,개인,실내,60대,2단계비만,F,1등급,준비운동,1
깍지 끼고 상체 숙이기,유산소,"상체,등,목",없음,개인,실내,60대,2단계비만,F,1등급,준비운동,2
어깨 스트레칭,유산소,어깨,없음,개인,실내,60대,2단계비만,F,1등급,준비운동,3
양팔 벌려 전신 비틀기,유산소,"상체,옆구리",없음,개인,실내,60대,2단계비만,F,1등급,준비운동,4
작은 공을 이용한 동적 루틴 스트레칭,무산소,"허리,옆구리,어깨,팔",볼,개인,실내,60대,2단계비만,F,1등급,준비운동,5
몸통 들어올리기,무산소,"허리,고관절,허벅지",없음,개인,실내,60대,2단계비만,F,1등급,본운동,1
밴드 걸고 옆으로 누워 다리 올리기,무산소,"하체,옆구리,허벅지",밴드,개인,실내,60대,2단계비만,F,1등급,본운동,2
밴드 걸고 누워서 다리 들어올리기,무산소,"하체,허벅지",밴드,개인,실내,60대,2단계비만,F,1등급,본운동,3
짐볼에서 윗몸 일으키기,무산소,"상체,복부,허리",볼,개인,실내,60대,2단계비만,F,1등급,본운동,4
밴드 걸고 앉아서 발등 굽힘,무산소,"하체,종아리",밴드,개인,실내,60대,2단계비만,F,1등급,본운동,5
등/어깨 뒤쪽 스트레칭,유산소,"상체,등,어깨",없음,개인,실내,60대,2단계비만,F,1등급,마무리운동,1
엉덩이 스트레칭2,유산소,엉덩이,없음,개인,실내,60대,2단계비만,F,1등급,마무리운동,2
옆구리 스트레칭,유산소,옆구리,없음,개인,실내,60대,2단계비만,F,1등급,마무리운동,3
목 스트레칭,유산소,목,없음,개인,실내,60대,2단계비만,F,1등급,마무리운동,4
넙다리 뒤쪽 스트레칭,유산소,"허벅지,하체",없음,개인,실내,60대,2단계비만,F,1등급,마무리운동,5
짐볼을 이용한 동적 루틴 스트레칭,무산소,"허리,옆구리",볼,개인,실내,60대,2단계비만,M,1등급,준비운동,1
작은 공을 이용한 동적 루틴 스트레칭,무산소,"허리,옆구리,어깨,팔",볼,개인,실내,60대,2단계비만,M,1등급,준비운동,2
수영,유산소,"전신,어깨,허벅지",물,개인,수영장,60대,2단계비만,M,1등급,준비운동,3
하지 루틴 스트레칭1,무산소,"종아리,고관절,하체",없음,개인,실내,60대,2단계비만,M,1등급,준비운동,4
상지 루틴 스트레칭,유산소,"상체,어깨",없음,개인,실내,60대,2단계비만,M,1등급,준비운동,5
수영,유산소,"전신,어깨,허벅지",물,개인,수영장,60대,2단계비만,M,1등급,본운동,1
실내 자전거타기,유산소,"하체,허벅지",자전거,개인,실내,60대,2단계비만,M,1등급,본운동,2
트레드밀에서 걷기,유산소,"하체,전신,허벅지",트레드밀,개인,실내,60대,2단계비만,M,1등급,본운동,3
줄넘기,유산소,"전신,하체,허벅지",줄넘기,개인,야외,60대,2단계비만,M,1등급,본운동,4
누워서 하늘 자전거,유산소,"허벅지,허리,복부",없음,개인,실내,60대,2단계비만,M,1등급,본운동,5
하지 루틴 스트레칭1,무산소,"종아리,고관절,하체",없음,개인,실내,60대,2단계비만,M,1등급,마무리운동,1
트레드밀에서 걷기,유산소,"하체,전신,허벅지",트레드밀,개인,실내,60대,2단계비만,M,1등급,마무리운동,2
누워서 전신 뻗기,유산소,"복부,전신",없음,개인,실내,60대,2단계비만,M,1등급,마무리운동,3
목 스트레칭,유산소,목,없음,개인,실내,60대,2단계비만,M,1등급,마무리운동,4
엉덩이 스트레칭,유산소,엉덩이,없음,개인,실내,60대,2단계비만,M,1등급,마무리운동,5
깍지 끼고 상체 숙이기,유산소,"상체,등,목",없음,개인,실내,60대,3단계비만,F,1등급,준비운동,1
어깨 스트레칭,유산소,어깨,없음,개인,실내,60대,3단계비만,F,1등급,준비운동,2
양팔 벌려 전신 비틀기,유산소,"상체,옆구리",없음,개인,실내,60대,3단계비만,F,1등급,준비운동,3
팔꿈치 맞닿아 원그리기,유산소,"상체,어깨",의자,개인,실내,60대,3단계비만,F,1등급,준비운동,4
작은 공을 이용한 동적 루틴 스트레칭,무산소,"허리,옆구리,어깨,팔",볼,개인,실내,60대,3단계비만,F,1등급,준비운동,5
밴드 걸고 누워서 다리 들어올리기,무산소,"하체,허벅지",밴드,개인,실내,60대,3단계비만,F,1등급,본운동,1
몸통 들어올리기,무산소,"허리,고관절,허벅지",없음,개인,실내,60대,3단계비만,F,1등급,본운동,2
밴드 걸고 앉아서 발등 굽힘,무산소,"하체,종아리",밴드,개인,실내,60대,3단계비만,F,1등급,본운동,3
짐볼에서 윗몸 일으키기,무산소,"상체,복부,허리",볼,개인,실내,60대,3단계비만,F,1등급,본운동,4
밴드 걸고 옆으로 누워 다리 올리기,무산소,"하체,옆구리,허벅지",밴드,개인,실내,60대,3단계비만,F,1등급,본운동,5
넙다리 뒤쪽 스트레칭,유산소,"허벅지,하체",없음,개인,실내,60대,3단계비만,F,1등급,마무리운동,1
목 스트레칭,유산소,목,없음,개인,실내,60대,3단계비만,F,1등급,마무리운동,2
등/어깨 뒤쪽 스트레칭,유산소,"상체,등,어깨",없음,개인,실내,60대,3단계비만,F,1등급,마무리운동,3
옆구리 스트레칭,유산소,옆구리,없음,개인,실내,60대,3단계비만,F,1등급,마무리운동,4
엉덩이 스트레칭2,유산소,엉덩이,없음,개인,실내,60대,3단계비만,F,1등급,마무리운동,5
짐볼을 이용한 동적 루틴 스트레칭,무산소,"허리,옆구리",볼,개인,실내,60대,3단계비만,M,1등급,준비운동,1
작은 공을 이용한 동적 루틴 스트레칭,무산소,"허리,옆구리,어깨,팔",볼,개인,실내,60대,3단계비만,M,1등급,준비운동,2
수영,유산소,"전신,어깨,허벅지",물,개인,수영장,60대,3단계비만,M,1등급,준비운동,3
하지 루틴 스트레칭1,무산소,"종아리,고관절,하체",없음,개인,실내,60대,3단계비만,M,1등급,준비운동,4
상지 루틴 스트레칭,유산소,"상체,어깨",없음,개인,실내,60대,3단계비만,M,1등급,준비운동,5
수영,유산소,"전신,어깨,허벅지",물,개인,수영장,60대,3단계비만,M,1등급,본운동,1
트레드밀에서 걷기,유산소,"하체,전신,허벅지",트레드밀,개인,실내,60대,3단계비만,M,1등급,본운동,2
실내 자전거타기,유산소,"하체,허벅지",자전거,개인,실내,60대,3단계비만,M,1등급,본운동,3
줄넘기,유산소,"전신,하체,허벅지",줄넘기,개인,야외,60대,3단계비만,M,1등급,본운동,4
아쿠아로빅,유산소,"전신,하체,허벅지",물,단체,수영장,60대,3단계비만,M,1등급,본운동,5
하지 루틴 스트레칭1,무산소,"종아리,고관절,하체",없음,개인,실내,60대,3단계비만,M,1등급,마무리운동,1
트레드밀에서 걷기,유산소,"하체,전신,허벅지",트레드밀,개인,실내,60대,3단계비만,M,1등급,마무리운동,2
누워서 전신 뻗기,유산소,"복부,전신",없음,개인,실내,60대,3단계비만,M,1등급,마무리운동,3
엉덩이 스트레칭,유산소,엉덩이,없음,개인,실내,60대,3단계비만,M,1등급,마무리운동,4
목 스트레칭,유산소,목,없음,개인,실내,60대,3단계비만,M,1등급,마무리운동,5
작은 공을 이용한 동적 루틴 스트레칭,무산소,"허리,옆구리,어깨,팔",볼,개인,실내,60대,정상,F,참가증,준비운동,5
달리기,유산소,"전신,허벅지",없음,개인,야외,60대,정상,F,참가증,본운동,1
앉았다 일어서기,무산소,"하체,허벅지,허리",없음,개인,실내,60대,정상,F,참가증,본운동,2
엎드려 버티기,무산소,"복부,상체,전신",없음,개인,실내,60대,정상,F,참가증,본운동,3
볼 튕기면서 스쿼트,유산소,"허벅지,상체",볼,단체,실내,60대,정상,F,참가증,본운동,4
팔굽혀 펴기,무산소,"팔,어깨,상체",없음,개인,실내,60대,정상,F,참가증,본운동,5
하지 루틴 스트레칭2,무산소,"하체,종아리,허벅지,고관절",없음,개인,실내,60대,정상,F,참가증,마무리운동,1
상지 루틴 스트레칭,유산소,"상체,어깨",없음,개인,실내,60대,저체중,M,참가증,마무리운동,2
엉덩이 스트레칭,유산소,엉덩이,없음,개인,실내,60대,저체중,M,참가증,마무리운동,3
목 스트레칭,유산소,목,없음,개인,실내,60대,저체중,M,참가증,마무리운동,4
하지 루틴 스트레칭1,무산소,"종아리,고관절,하체",없음,개인,실내,60대,저체중,M,참가증,마무리운동,5
몸통 들어올리기,무산소,"허리,고관절,허벅지",없음,개인,실내,60대,비만전단계비만,F,참가증,준비운동,1
벽에서 팔굽혀 펴기,무산소,"어깨,팔",없음,개인,실내,60대,정상,F,2등급,본운동,4
몸 앞으로 굽히기,유산소,"허리,상체",없음,개인,실내,60대,정상,F,2등급,본운동,5
짐볼 앉기 평형성 운동 루틴 프로그램,무산소,"하체,허리,허벅지",볼,개인,실내,60대,정상,F,2등급,마무리운동,1
무릎굽혀 원 그리기,유산소,"하체,허벅지,고관절",없음,개인,실내,60대,정상,F,2등급,마무리운동,2
전신 루틴 스트레칭,무산소,"전신,상체,하체",없음,개인,실내,60대,정상,F,2등급,마무리운동,3
공에 엎드려서 상체 들어올리기,유산소,"상체,등,허리",볼,개인,실내,60대,정상,F,2등급,마무리운동,4
엎드려 양팔 및 다리 들어올리기,무산소,"등,허리,팔,허벅지",없음,개인,실내,60대,정상,F,2등급,마무리운동,5
메디신볼 운동  루틴프로그램,무산소,"어깨,팔,가슴,허벅지",볼,개인,실내,60대,저체중,F,2등급,마무리운동,4
전진 점프하며 발 뒤꿈치 찍기,유산소,"전신,허벅지",없음,개인,실내,60대,저체중,F,2등급,마무리운동,5
트레드밀에서 걷기,유산소,"하체,전신,허벅지",트레드밀,개인,실내,60대,저체중,M,2등급,준비운동,1
가슴/어깨 앞쪽 스트레칭,무산소,"가슴,어깨,상체",없음,개인,실내,60대,저체중,M,2등급,준비운동,2
등/어깨 뒤쪽 스트레칭,유산소,"상체,등,어깨",없음,개인,실내,60대,저체중,M,2등급,준비운동,3
짐볼을 이용한 동적 루틴 스트레칭,무산소,"허리,옆구리",볼,개인,실내,60대,저체중,M,2등급,준비운동,4
깍지끼고 목 들어올리기,유산소,"목,어깨",없음,개인,실내,60대,비만전단계비만,F,2등급,준비운동,5
몸통 들어올리기,무산소,"허리,고관절,허벅지",없음,개인,실내,60대,비만전단계비만,F,2등급,본운동,1
볼 튕기면서 스쿼트,유산소,"허벅지,상체",볼,단체,실내,60대,비만전단계비만,F,2등급,본운동,2
목봉잡고 앉았다 일어나기,무산소,"하체,허벅지,종아리",막대,개인,실내,60대,비만전단계비만,F,2등급,본운동,3
밴드 잡고 누워서 다리 밀기,무산소,"다리,허벅지",밴드,개인,실내,60대,비만전단계비만,F,2등급,본운동,4
벽에서 팔굽혀 펴기,무산소,"어깨,팔",없음,개인,실내,60대,비만전단계비만,F,2등급,본운동,5
짐볼 앉기 평형성 운동 루틴 프로그램,무산소,"하체,허리,허벅지",볼,개인,실내,60대,비만전단계비만,F,2등급,마무리운동,1
무릎굽혀 원 그리기,유산소,"하체,허벅지,고관절",없음,개인,실내,60대,비만전단계비만,F,2등급,마무리운동,2
누워 발목 당겨주기,유산소,"무릎,고관절",없음,개인,실내,60대,비만전단계비만,F,2등급,마무리운동,3
서서 발목 뒤로 당기기,유산소,"하체,종아리",없음,개인,실내,60대,비만전단계비만,F,2등급,마무리운동,4
콘운동  루틴프로그램,유산소,하체,콘,개인,실내,60대,비만전단계비만,F,2등급,마무리운동,5
전신 루틴 스트레칭,무산소,"전신,상체,하체",없음,개인,실내,60대,비만전단계비만,M,2등급,마무리운동,5
누워 다리 들어올리기,무산소,복부,없음,개인,실내,60대,2단계비만,F,2등급,마무리운동,4
메디신 볼 잡고 팔굽혀펴기,무산소,가슴,볼,개인,실내,60대,2단계비만,F,2등급,마무리운동,5
짐볼을 이용한 동적 루틴 스트레칭,무산소,"허리,옆구리",볼,개인,실내,60대,2단계비만,M,2등급,준비운동,1
작은 공을 이용한 동적 루틴 스트레칭,무산소,"허리,옆구리,어깨,팔",볼,개인,실내,60대,2단계비만,M,2등급,준비운동,2
무릎굽혀 원 그리기,유산소,"하체,허벅지,고관절",없음,개인,실내,60대,2단계비만,M,2등급,준비운동,3
목 돌리기,유산소,목,없음,개인,실내,60대,2단계비만,M,2등급,준비운동,4
하지 루틴 스트레칭1,무산소,"종아리,고관절,하체",없음,개인,실내,60대,2단계비만,M,2등급,준비운동,5
밴드 잡고 누워서 다리 밀기,무산소,"다리,허벅지",밴드,개인,실내,60대,2단계비만,M,2등급,본운동,1
목봉잡고 앉았다 일어나기,무산소,"하체,허벅지,종아리",막대,개인,실내,60대,2단계비만,M,2등급,본운동,2
몸통 들어올리기,무산소,"허리,고관절,허벅지",없음,개인,실내,60대,2단계비만,M,2등급,본운동,3
앉아서 다리 굽히기,유산소,"하체,허벅지,종아리",의자,개인,실내,60대,2단계비만,M,2등급,본운동,4
앉아서 다리 밀기,무산소,"하체,허벅지",기구,개인,실내,60대,2단계비만,M,2등급,본운동,5
목 스트레칭,유산소,목,없음,개인,실내,60대,2단계비만,M,2등급,마무리운동,1
엉덩이 스트레칭,유산소,엉덩이,없음,개인,실내,60대,2단계비만,M,2등급,마무리운동,2
상지 루틴 스트레칭,유산소,"상체,어깨",없음,개인,실내,60대,2단계비만,M,2등급,마무리운동,3
하지 루틴 스트레칭1,무산소,"종아리,고관절,하체",없음,개인,실내,60대,비만전단계비만,M,참가증,마무리운동,3
유산소 운동 전 동적 루틴 스트레칭,유산소,"전신,하체,허벅지",없음,개인,실내,60대,비만전단계비만,M,참가증,준비운동,1
목 스트레칭,유산소,목,없음,개인,실내,60대,비만전단계비만,M,참가증,준비운동,2
짐볼을 이용한 동적 루틴 스트레칭,무산소,"허리,옆구리",볼,개인,실내,60대,비만전단계비만,M,참가증,준비운동,3
허리 스트레칭,유산소,허리,없음,개인,실내,60대,비만전단계비만,M,참가증,준비운동,4
전신 루틴 스트레칭,무산소,"전신,상체,하체",없음,개인,실내,60대,비만전단계비만,M,참가증,준비운동,5
달리기,유산소,"전신,허벅지",없음,개인,야외,60대,비만전단계비만,M,참가증,본운동,1
